video_id,comment,clean_comment,label,label_id
C8XBDjbPNNU,"Okay, who going to play medsos in the 2027-2028-2029. Like that was the stupid thing ive ever hear. Look,a lot of people and teacher and principal are agree and happy to see that banning medsos was a good thing for KOMDIGI because teenager spent way too much time dancing,playing,and watching. Like if they hit march 28 (which is in indonesia) they gonna protes and riot against KOMDIGI in front of a thousand of teenager, just like were<br>see in 1998 Demo. Look, if KOMDIGI listened to us they will happy and here some thing that KOMDIGI didn&#39;t know about the ban<br>-Studied that from app except ChatGPT<br>-If they have a homework they use own hp to see the answer<br>-If they have a trip they use own hp to take a picture a upload/post on there own sosial media account for mermories and make more fun  and mermory for people",okay who going to play medsos in the 202720282029 like that was the stupid thing ive ever hear looka lot of people and teacher and principal are agree and happy to see that banning medsos was a good thing for komdigi because teenager spent way too much time dancingplayingand watching like if they hit march 28 which is in indonesia they gonna protes and riot against komdigi in front of a thousand of teenager just like weresee in 1998 demo look if komdigi listened to us they will happy and here some thing that komdigi didnt know about the banstudied that from app except chatgptif they have a homework they use own hp to see the answerif they have a trip they use own hp to take a picture a uploadpost on there own sosial media account for mermories and make more fun and mermory for people,negative,0
LFfRhLKHdJA,Gimana tuhh dengan judol..masih merajalela situs nya..yahh pada omon2 nya saja..,gimana tuhh dengan judolmasih merajalela situs nyayahh pada omon2 nya saja,negative,0
OBb8iLYgMu4,Pura-pura gak dengar apa apa gak denger  kita juga kan butuh media sosial masa gitu sih yang tdk setuju  media sosial di hapus ngumpul😡😡😡😡😡😡👊👊👊👊👊👊👊🙄🙄🙄🙄🙄😒😒😒😏😏<br>👇<br>👇<br>👇<br>👇<br>👇,purapura gak dengar apa apa gak denger kita juga kan butuh media sosial masa gitu sih yang tdk setuju media sosial di hapus ngumpul,negative,0
JrCe8CVR1KY,Menurutku batasin aja pada konten negatif yg pengaruh pada anak 😮,menurutku batasin aja pada konten negatif yg pengaruh pada anak,neutral,1
iLERE4VmtZc,Demo harus demooo,demo harus demooo,negative,0
DfYhY-bKsZI,Kenapa sih GK boleh kan emak bapak nya yang beliin😢,kenapa sih gk boleh kan emak bapak nya yang beliin,negative,0
fX2bE5ecHy4,ya allah pdhl game rblx game favorit aku😭,ya allah pdhl game rblx game favorit aku,negative,0
RsKRrIp--Mg,NGGAK SETUJU,nggak setuju,negative,0
lM-QZ4uCXuk,mantap..,mantap,positive,2
p8p-sAq_hhI,Bagus bagus sekali juga masa pemerintahan 🤬🖕,bagus bagus sekali juga masa pemerintahan,positive,2
2BdXibzPPyc,Youtube tempat gua cari cuan cuy,youtube tempat gua cari cuan cuy,negative,0
V_mvjaonG-w,"Semoga saja hal ini sejalan dengan pihak sekolah. <br><br>Karena banyak sekolah - sekolah yang berlomba - lomba upload aktivitas sekolah nya ke sosmed... <br><br>Bahkan tidak jarang pula, siswa - siswi nya diharuskan meng-upload aktivitas mereka ke sosmed.<br><br>Sekali lagi tujuannya sudah pasti sekolah tersebut agar semakin dikenal, tapi di sisi lain punya dampak yang berbeda... <br><br>Menjadi sebuah paradoks",semoga saja hal ini sejalan dengan pihak sekolah karena banyak sekolah sekolah yang berlomba lomba upload aktivitas sekolah nya ke sosmed bahkan tidak jarang pula siswa siswi nya diharuskan mengupload aktivitas mereka ke sosmedsekali lagi tujuannya sudah pasti sekolah tersebut agar semakin dikenal tapi di sisi lain punya dampak yang berbeda menjadi sebuah paradoks,positive,2
RsKRrIp--Mg,"Pake hape emak kalian, beres masalah.",pake hape emak kalian beres masalah,neutral,1
TdyE62mSXx0,KNP YA GAK NGURUSIN JUDI DULU HMM KNP HAH JAWABBBB🤬🤬🤬,knp ya gak ngurusin judi dulu hmm knp hah jawabbbb,negative,0
R1hQwelEGvU,I love Roblox i want play you anymore <br><br>Tetapi nanti Roblox akan di blokir🙂<br><br>David bazuki thank you udh buat game ini<br><br>Kami juga pengen hiburan <br>Bukan mau GK hiburan,i love roblox i want play you anymore tetapi nanti roblox akan di blokirdavid bazuki thank you udh buat game inikami juga pengen hiburan bukan mau gk hiburan,negative,0
lM-QZ4uCXuk,Pemerintah gaatur,pemerintah gaatur,negative,0
tuaZNgn2rcc,Setuju 👍,setuju,positive,2
vk2Ynj24qNA,langkah terbaik?? menurut aku enggak karena aku hidup di lingkungan yang toxic jdi aku kek gimn gitu sama peraturan ini...,langkah terbaik menurut aku enggak karena aku hidup di lingkungan yang toxic jdi aku kek gimn gitu sama peraturan ini,negative,0
xOLutbfafBo,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭<br>ya. allah aku salah apa  aku tau. HP itu merusak  mental emang  saya anak yang pernah juga di bully juga  . di jauhi karena ada alasanya karena sebab. katanya  egak. main. tik tok. engak main Roblox pokonya tik tok dan Roblox juga harus di blokir untuk anak rendah  umur dari16😢😢,ya allah aku salah apa aku tau hp itu merusak mental emang saya anak yang pernah juga di bully juga di jauhi karena ada alasanya karena sebab katanya egak main tik tok engak main roblox pokonya tik tok dan roblox juga harus di blokir untuk anak rendah umur dari16,negative,0
RsKRrIp--Mg,"Kan cuma akun, kan berarti masih bisa nonton yt tapi gak bisa buat video bagi anak dibawah umur 16 thn",kan cuma akun kan berarti masih bisa nonton yt tapi gak bisa buat video bagi anak dibawah umur 16 thn,neutral,1
JrCe8CVR1KY,Gak adil banget anjir,gak adil banget anjir,negative,0
LSrWXE05LNY,Gue nggak setuju 😡👎,gue nggak setuju,negative,0
OBb8iLYgMu4,Ngatur dunia jirr,ngatur dunia jirr,negative,0
hzDavp3DQo4,Hujat ayooo!,hujat ayooo,negative,0
V_mvjaonG-w,Terapkan dr anak2 pejabat dahulu...,terapkan dr anak2 pejabat dahulu,neutral,1
C8XBDjbPNNU,Me chat aman 😂,me chat aman,neutral,1
Hy5rx58GES4,Nah itu setuju saya,nah itu setuju saya,positive,2
xOLutbfafBo,saya bilang lebih baik Indonesia tidak ush urus anak 2 bangun udh dukun Hamas teroris dan Iran lebih baik jangan seperti ini juga jangan KLO mau gini ortu yg di jaga saya tidak setuju,saya bilang lebih baik indonesia tidak ush urus anak 2 bangun udh dukun hamas teroris dan iran lebih baik jangan seperti ini juga jangan klo mau gini ortu yg di jaga saya tidak setuju,negative,0
Hy5rx58GES4,Kalo YouTube saya tidak setuju 🤬🤬🤬🤬,kalo youtube saya tidak setuju,negative,0
tuaZNgn2rcc,Gimana aku nonton dakwah 😨😱😱😭😭😭😭😭😭😭😭😭😭😭 di hp orang tua sering dipake,gimana aku nonton dakwah di hp orang tua sering dipake,negative,0
iLERE4VmtZc,bagus.... media sosial bikin masa depan generasi kita suram.............,bagus media sosial bikin masa depan generasi kita suram,positive,2
aZEtsruDoQc,Plias jangann🙏🙏😭😭😭😭,plias jangann,negative,0
vk2Ynj24qNA,Judol belum diurusin jirr,judol belum diurusin jirr,neutral,1
Hy5rx58GES4,Setuju sekali tapi pendidikan sejarah kembalikan juga ini sangat penting untuk generasi penerus bangsa,setuju sekali tapi pendidikan sejarah kembalikan juga ini sangat penting untuk generasi penerus bangsa,positive,2
vk2Ynj24qNA,Lu gak jelas,lu gak jelas,negative,0
_M85Z0Beq_g,Tinggal verivikasih umur lagi jr🥀✌️,tinggal verivikasih umur lagi jr,neutral,1
R1hQwelEGvU,Woy judol lu gak banned kasian Tuh yang bikin roblox,woy judol lu gak banned kasian tuh yang bikin roblox,negative,0
R1hQwelEGvU,2026 tahun terburuk😢,2026 tahun terburuk,negative,0
0Sa4S97M-uM,Hei bahlil kata nya mau di blokir ayo cepetan,hei bahlil kata nya mau di blokir ayo cepetan,positive,2
NzMXdwZm8B0,Tapi kan anak-anak udah ambil video yang benar lagian jugaItukan aktivitas kita sehari-hari 😢😢 ❤️💔😂,tapi kan anakanak udah ambil video yang benar lagian jugaitukan aktivitas kita seharihari,negative,0
V_mvjaonG-w,Setuju sekali sy sebagai orang tua dari 2 anak😊,setuju sekali sy sebagai orang tua dari 2 anak,positive,2
OBb8iLYgMu4,Kenapa roblox juga,kenapa roblox juga,negative,0
C8XBDjbPNNU,Entah knp sekarang ini banyak berita buruk gitu dan salah satu nya yt knp harus yt padahal aku cape cape bikin channel sub sudah banyak di blokir sia sia,entah knp sekarang ini banyak berita buruk gitu dan salah satu nya yt knp harus yt padahal aku cape cape bikin channel sub sudah banyak di blokir sia sia,negative,0
2BdXibzPPyc,"S7 sih yang penting jangan kebablasan. Takutnya kebablasan, malah aturannya ditambah ntar dr usia 16 sampai 60 tahun. 😁😁😁",s7 sih yang penting jangan kebablasan takutnya kebablasan malah aturannya ditambah ntar dr usia 16 sampai 60 tahun,positive,2
JrCe8CVR1KY,"WOYY YOUTUBE SAMA ROBLOX?????aku main apa lagi?,tik tok dan ig gboleh sama ortu ini yt sama ROBLOX gimanaaa????",woyy youtube sama robloxaku main apa lagitik tok dan ig gboleh sama ortu ini yt sama roblox gimanaaa,negative,0
DfYhY-bKsZI,plis menteri aku mau nya agar bukan medsos di batasi tapi org yg bikin porno grafi,plis menteri aku mau nya agar bukan medsos di batasi tapi org yg bikin porno grafi,negative,0
iLERE4VmtZc,Gw gak setuju karna bnyak yg kesel,gw gak setuju karna bnyak yg kesel,negative,0
aZEtsruDoQc,Kalau youtube kan ad gotube😎👍,kalau youtube kan ad gotube,neutral,1
2BdXibzPPyc,Demo² 🤬🤬🤬🤬🤬🤬🤬,demo,negative,0
lM-QZ4uCXuk,Mending blokir roblox,mending blokir roblox,neutral,1
viGBwFO3nDA,Saya akan kembali ke yt kids sebagai anak kecil😔,saya akan kembali ke yt kids sebagai anak kecil,neutral,1
aZEtsruDoQc,padahal aku mau main Roblox 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,padahal aku mau main roblox,negative,0
iLERE4VmtZc,Gk setujuuuuu,gk setujuuuuu,negative,0
cqVq6jZn0CM,Yah roblox di hapus😢 badahal aku main roblo 😢 😭🥺,yah roblox di hapus badahal aku main roblo,negative,0
R1hQwelEGvU,Iklan saja masih banyak promosi judi,iklan saja masih banyak promosi judi,negative,0
vk2Ynj24qNA,Yah... Udah susah susah dapet 200 subcribe akhirnya harus quit,yah udah susah susah dapet 200 subcribe akhirnya harus quit,negative,0
JrCe8CVR1KY,"Dulu pas sekolah, aku cuma nonton boboiboy😂.. Dulu HP android lumayan mahal.. Hp aku pake cuma buat wa.. Pas smk baru aku main youtube.. Itu juga paling cuma asal scroll.. Karna umurku baru cukup pas nggk lama lulus smk.. 😂",dulu pas sekolah aku cuma nonton boboiboy dulu hp android lumayan mahal hp aku pake cuma buat wa pas smk baru aku main youtube itu juga paling cuma asal scroll karna umurku baru cukup pas nggk lama lulus smk,neutral,1
2YHfX7PzVNM,"ban semua medsos kecuali CHATGPT , kenapa aku pengen itu ikut diban/dibatasi? oh ga papa mungkin karena alasan banyak orang (terutama di amerika) hampir ga bisa mikir sendiri karena AI bisa melakukan nya untuk mereka, alhasil banyak yg IQ nya turun. jadi mencari info akurat di medsos ga bisa, pada akhirnya cari info yg kemungkinan besar kurang akurat atau membuat lebih bingung  kalau ga dijelasin manual dgn google gemini dan CHATGPT. emang kenapa kan itu bukan medsos kan? Aduh......<br><br>kalau sampe cara langgar dan tahu usia mu pake verifikasi usia yg sama kayak di UK....aku pengen perang rasanya<br>yg banyak di negara luat pernah bilang tentang verifikasi usia itu: its not about the kids, its about control",ban semua medsos kecuali chatgpt kenapa aku pengen itu ikut dibandibatasi oh ga papa mungkin karena alasan banyak orang terutama di amerika hampir ga bisa mikir sendiri karena ai bisa melakukan nya untuk mereka alhasil banyak yg iq nya turun jadi mencari info akurat di medsos ga bisa pada akhirnya cari info yg kemungkinan besar kurang akurat atau membuat lebih bingung kalau ga dijelasin manual dgn google gemini dan chatgpt emang kenapa kan itu bukan medsos kan aduhkalau sampe cara langgar dan tahu usia mu pake verifikasi usia yg sama kayak di ukaku pengen perang rasanyayg banyak di negara luat pernah bilang tentang verifikasi usia itu its not about the kids its about control,positive,2
LSrWXE05LNY,Bisa pake akun bapa,bisa pake akun bapa,neutral,1
DfYhY-bKsZI,Apalah kenapaaaaa woiii,apalah kenapaaaaa woiii,negative,0
xOLutbfafBo,Ga setuju 😡,ga setuju,negative,0
lM-QZ4uCXuk,Jangannnn moga hoax,jangannnn moga hoax,negative,0
2BdXibzPPyc,"Ngilangin akun medsos elit, ngilangin koruptor sulit😂",ngilangin akun medsos elit ngilangin koruptor sulit,neutral,1
QDj0g7Xw2rg,udah cape² ngumpulin subscriber malah DI LARANG BERMAIN SOSIAL MEDIA TERMASUK YOUTUBE KALO SOSIAL MEDIA GAADA BOCIL SOSIAL MEDIA TIDAK AKAN ADA!!!,udah cape ngumpulin subscriber malah di larang bermain sosial media termasuk youtube kalo sosial media gaada bocil sosial media tidak akan ada,negative,0
aZEtsruDoQc,"Shit, MASA ANAK ANAK TAK BERSALAH KAYAK KAMI INI KENA BLOKIR, KONTENNYA YANG DI BLOKIR!!!!!!",shit masa anak anak tak bersalah kayak kami ini kena blokir kontennya yang di blokir,negative,0
OTk4HFU-xn8,Woy jangan block akun saya udah atur tgl lahir menjadi 1960,woy jangan block akun saya udah atur tgl lahir menjadi 1960,negative,0
lM-QZ4uCXuk,aku  belajar  lagu iqro   itu  di  yutube   kenapa,aku belajar lagu iqro itu di yutube kenapa,negative,0
QDj0g7Xw2rg,"KENAPA!!???<br>GAME, SOSMED DI BLOK KNP JUDI KAGA LAGIAN GUA NGONTEN BUAT AYAH/IBU GUA!!!!!!!😠😠😠",kenapagame sosmed di blok knp judi kaga lagian gua ngonten buat ayahibu gua,negative,0
lM-QZ4uCXuk,Hiburan kita itu kita juga gak main 24/7 kalo disuruh stop kami nurut juga.,hiburan kita itu kita juga gak main 247 kalo disuruh stop kami nurut juga,negative,0
DfYhY-bKsZI,Mantap pembasmian bocah iq78 yg semakin meresahkan👍,mantap pembasmian bocah iq78 yg semakin meresahkan,positive,2
viGBwFO3nDA,"Saya heran deh, kok Roblox juga dibatasin kan bukan medsos. Coba jelasin🙏",saya heran deh kok roblox juga dibatasin kan bukan medsos coba jelasin,neutral,1
lM-QZ4uCXuk,Apa ia akun kita ilang si kalo ilang salah lu ya awas lu🗿,apa ia akun kita ilang si kalo ilang salah lu ya awas lu,negative,0
LFfRhLKHdJA,Dibarengi kontrol dan sistem untuk memantau dan memastikan bahwa aturan itu berjalan atau tidak? <br>Kalau tidak ya udah,dibarengi kontrol dan sistem untuk memantau dan memastikan bahwa aturan itu berjalan atau tidak kalau tidak ya udah,neutral,1
_M85Z0Beq_g,"Setuju, dikarenakan, bnyk bocil - bocil toxic,terutama tiktok banyak yg sdm rendah dan warga tiktok rata rata DONGO",setuju dikarenakan bnyk bocil bocil toxicterutama tiktok banyak yg sdm rendah dan warga tiktok rata rata dongo,positive,2
viGBwFO3nDA,Lah kan ada goutube,lah kan ada goutube,neutral,1
dVTaBKZLsds,Apa gak ada TEROBOSAN lain yg spektakuler ???!!!!!!!  Hadehhhhh.....😅,apa gak ada terobosan lain yg spektakuler hadehhhhh,neutral,1
2BdXibzPPyc,Anj🤬,anj,negative,0
viGBwFO3nDA,Jujur gw ketawa sih liat ini<br>Tinggal diubah tanda tanggal lahir selesai tuh<br>Pasti bisa kebuka sosmed😂😂😂,jujur gw ketawa sih liat initinggal diubah tanda tanggal lahir selesai tuhpasti bisa kebuka sosmed,neutral,1
aZEtsruDoQc,YouTube buat lihat film bioskop mohon jangan di hapus YouTube nya,youtube buat lihat film bioskop mohon jangan di hapus youtube nya,negative,0
nVMFsgHRcnY,Yang ini lah terbaik untuk anak generasi muda,yang ini lah terbaik untuk anak generasi muda,positive,2
aZEtsruDoQc,Kesel kesel kesel kesel kesel,kesel kesel kesel kesel kesel,negative,0
C8XBDjbPNNU,Sisi Negatif aja yang di liat,sisi negatif aja yang di liat,neutral,1
hzDavp3DQo4,"Aku gak setuju akun iG ku konten nya seputar balap event resmi kadang , setting kadang liaran , sama , akun cb + caption hilang tidak terlihat di negara Indonesia. Followrs  sudah 45,7rb , 25,4rb , 14,7rb hangsus 😢😢",aku gak setuju akun ig ku konten nya seputar balap event resmi kadang setting kadang liaran sama akun cb caption hilang tidak terlihat di negara indonesia followrs sudah 457rb 254rb 147rb hangsus,negative,0
viGBwFO3nDA,Nag gini kan bagus aturannya <br>Gw aja sampai sungkem di kelas gw malah kebanyakan liat por** lagi 😭🗿,nag gini kan bagus aturannya gw aja sampai sungkem di kelas gw malah kebanyakan liat por lagi,positive,2
tuaZNgn2rcc,Iklan judol juga urgent diberantas tapi kok tdk ada progress tindak lanjut dari Menteri ini😢,iklan judol juga urgent diberantas tapi kok tdk ada progress tindak lanjut dari menteri ini,neutral,1
0Sa4S97M-uM,Setuju pembatasan tsb utk melindungi pertumbuhan mentalitas anak2,setuju pembatasan tsb utk melindungi pertumbuhan mentalitas anak2,positive,2
2YHfX7PzVNM,mantaap,mantaap,positive,2
p8p-sAq_hhI,Saya umur nya sudah 20+ namun aturan ini sangat baik untuk anak anak,saya umur nya sudah 20 namun aturan ini sangat baik untuk anak anak,positive,2
2YHfX7PzVNM,YAPING HP KAN BISA LIHAT KONTEN EDUKATIF well well well what we have here beother,yaping hp kan bisa lihat konten edukatif well well well what we have here beother,negative,0
hzDavp3DQo4,Bacot,bacot,negative,0
LSrWXE05LNY,"youtube, titok salah apa aku suka banget ya sama youtube, tiktok ibu aku juga suka instagram,Facebook 🤬🤬🤬🤬😡😡😡😡👊👊👊👊",youtube titok salah apa aku suka banget ya sama youtube tiktok ibu aku juga suka instagramfacebook,negative,0
C8XBDjbPNNU,Membingung kan rakyat kalo punya pejabat go blok mental ternak,membingung kan rakyat kalo punya pejabat go blok mental ternak,negative,0
0Sa4S97M-uM,"Akhirnya pemerintah bikin kebijakan yang bener, Alhamdulilah, masih ada kabar baik dari pemerintah",akhirnya pemerintah bikin kebijakan yang bener alhamdulilah masih ada kabar baik dari pemerintah,positive,2
vk2Ynj24qNA,Klau saya jdi presiden mechat skian dblokir sih ..,klau saya jdi presiden mechat skian dblokir sih,positive,2
2YHfX7PzVNM,Kan ada fitur kontrol anak,kan ada fitur kontrol anak,negative,0
aZEtsruDoQc,Tapi YouTube ya bisa buat belajar bu,tapi youtube ya bisa buat belajar bu,negative,0
dVTaBKZLsds,Sangattttttt 👍👍👍👍👍👍👍👍 setuju,sangattttttt setuju,positive,2
QDj0g7Xw2rg,Siapa yg setuju kalo pemerintah mabuk kenapa harus roblox bukan judol mabuk² 😂,siapa yg setuju kalo pemerintah mabuk kenapa harus roblox bukan judol mabuk,negative,0
